year,experience_ord,role_encoded,num_skills,skill_count,avg_skill_trend_score,demand_index,salary_vs_median,salary_cagr_5yr,future_proof,salary_usd,automation_risk,job_role,experience_level,risk_label
2022,2,13,6,6,6.45,135.2,1.139,0.015,0,169341.0,0.863,HR Analyst,Mid,Critical Risk
2025,1,11,6,6,6.63,106.0,1.062,-0.0074,0,116326.0,0.98,Excel Analyst,Entry,Critical Risk
2022,4,23,6,6,5.38,134.8,1.001,0.0549,0,230370.0,0.98,Supply Chain Analyst,Lead,Critical Risk
2024,4,19,5,5,3.44,156.8,0.717,0.0467,0,164828.0,0.98,SEO Specialist,Lead,Critical Risk
2024,4,0,4,4,6.52,159.6,1.408,0.0761,0,323803.0,0.398,AI Engineer,Lead,Moderate Risk
2020,2,20,3,3,1.4,95.5,0.591,0.0651,0,87917.0,0.98,SQL Developer,Mid,Critical Risk
2022,2,23,5,5,8.72,123.5,1.257,0.0549,1,186977.0,0.05,Supply Chain Analyst,Mid,Low Risk
2023,2,18,3,3,8.27,110.7,0.965,0.0194,0,143582.0,0.356,QA Engineer,Mid,Moderate Risk
2024,2,1,6,6,3.72,136.9,0.746,0.0589,0,110984.0,0.98,Accountant,Mid,Critical Risk
2021,1,6,3,3,3.63,121.2,0.604,0.0674,0,66182.0,0.98,Data Analyst,Entry,Critical Risk
2020,5,6,6,6,5.73,109.7,1.025,0.0674,0,262140.0,0.98,Data Analyst,Principal,Critical Risk
2024,4,16,4,4,7.22,150.7,1.121,0.0783,0,257792.0,0.601,Operations Analyst,Lead,High Risk
2025,2,19,6,6,5.82,142.0,0.99,0.0467,0,147311.0,0.98,SEO Specialist,Mid,Critical Risk
2023,1,19,4,4,3.85,104.1,0.741,0.0467,0,81165.0,0.98,SEO Specialist,Entry,Critical Risk
2022,1,4,4,4,6.72,108.4,1.481,0.0635,0,162238.0,0.469,Cloud Architect,Entry,Moderate Risk
2025,1,3,5,5,7.04,113.8,1.186,0.072,0,129884.0,0.532,Business Analyst,Entry,High Risk
2021,5,3,6,6,6.38,123.6,1.064,0.072,0,272143.0,0.725,Business Analyst,Principal,High Risk
2021,5,1,3,3,4.83,101.9,0.665,0.0589,0,169988.0,0.98,Accountant,Principal,Critical Risk
2020,3,7,4,4,7.35,109.8,1.305,0.1045,1,253783.0,0.172,Data Engineer,Senior,Low Risk
2022,5,8,6,6,7.27,129.0,1.572,0.0881,1,402026.0,0.34,Data Scientist,Principal,Moderate Risk
2024,5,7,5,5,4.88,149.2,1.267,0.1045,0,323986.0,0.98,Data Engineer,Principal,Critical Risk
2025,5,5,4,4,6.38,105.3,0.872,0.0492,0,223082.0,0.639,Content Strategist,Principal,High Risk
2023,1,11,3,3,5.43,91.1,0.517,-0.0074,0,56662.0,0.98,Excel Analyst,Entry,Critical Risk
2024,3,8,4,4,4.65,118.1,1.069,0.0881,0,207873.0,0.98,Data Scientist,Senior,Critical Risk
2022,4,11,4,4,5.72,114.6,0.701,-0.0074,0,161304.0,0.98,Excel Analyst,Lead,Critical Risk
2022,5,15,5,5,7.18,112.4,1.563,0.0728,1,399655.0,0.157,Machine Learning Engineer,Principal,Low Risk
2025,2,21,6,6,6.48,142.0,1.315,0.044,0,195616.0,0.85,Software Developer,Mid,Critical Risk
2020,2,23,5,5,4.82,107.7,0.78,0.0549,0,116023.0,0.98,Supply Chain Analyst,Mid,Critical Risk
2024,4,1,6,6,7.2,151.0,1.22,0.0589,0,280591.0,0.572,Accountant,Lead,High Risk
2023,2,16,5,5,5.78,138.8,1.0,0.0783,0,148730.0,0.98,Operations Analyst,Mid,Critical Risk
2019,2,17,3,3,6.87,106.6,1.094,0.0733,0,162644.0,0.317,Product Manager,Mid,Moderate Risk
2022,4,6,6,6,4.47,106.8,0.747,0.0674,0,171852.0,0.98,Data Analyst,Lead,Critical Risk
2019,2,1,5,5,4.68,85.8,0.694,0.0589,0,103191.0,0.98,Accountant,Mid,Critical Risk
2019,4,1,4,4,7.75,106.0,0.998,0.0589,0,229469.0,0.627,Accountant,Lead,High Risk
2021,4,3,4,4,7.28,114.8,1.005,0.072,0,231230.0,0.468,Business Analyst,Lead,Moderate Risk
2023,3,15,5,5,5.9,131.7,1.334,0.0728,0,259491.0,0.98,Machine Learning Engineer,Senior,Critical Risk
2020,5,0,6,6,7.87,105.2,1.772,0.0761,1,453348.0,0.05,AI Engineer,Principal,Low Risk
2019,3,6,5,5,8.38,102.3,0.919,0.0674,1,178658.0,0.05,Data Analyst,Senior,Low Risk
2023,4,7,3,3,4.23,120.2,1.02,0.1045,0,234641.0,0.98,Data Engineer,Lead,Critical Risk
2022,3,21,6,6,7.03,120.9,1.396,0.044,1,271498.0,0.2,Software Developer,Senior,Low Risk
2022,2,2,3,3,3.97,112.7,0.77,0.0454,0,114529.0,0.98,BI Developer,Mid,Critical Risk
2020,1,0,6,6,6.83,115.1,1.661,0.0761,0,181951.0,0.532,AI Engineer,Entry,High Risk
2024,1,22,6,6,5.03,133.4,1.031,0.0662,0,112937.0,0.98,Statistician,Entry,Critical Risk
2024,2,21,3,3,8.57,103.8,1.225,0.044,1,182127.0,0.05,Software Developer,Mid,Low Risk
2024,1,11,3,3,8.17,95.2,0.73,-0.0074,0,79984.0,0.466,Excel Analyst,Entry,Moderate Risk
2019,2,18,4,4,6.85,97.2,0.979,0.0194,0,145674.0,0.894,QA Engineer,Mid,Critical Risk
2024,4,11,3,3,3.97,113.6,0.554,-0.0074,0,127443.0,0.98,Excel Analyst,Lead,Critical Risk
2020,2,12,4,4,8.4,110.8,1.024,0.0709,1,152262.0,0.05,Financial Analyst,Mid,Low Risk
2022,5,6,3,3,7.73,116.8,0.761,0.0674,1,194723.0,0.19,Data Analyst,Principal,Low Risk
2024,2,11,6,6,6.17,91.6,1.012,-0.0074,0,150524.0,0.98,Excel Analyst,Mid,Critical Risk
2021,3,22,5,5,6.54,118.9,1.172,0.0662,0,228006.0,0.742,Statistician,Senior,High Risk
2021,3,10,6,6,8.78,102.6,1.353,0.0445,1,263091.0,0.05,Digital Marketer,Senior,Low Risk
2024,5,6,5,5,3.6,139.2,0.827,0.0674,0,211590.0,0.98,Data Analyst,Principal,Critical Risk
2021,3,11,6,6,5.55,102.4,0.918,-0.0074,0,178620.0,0.98,Excel Analyst,Senior,Critical Risk
2023,2,13,3,3,6.13,116.1,0.744,0.015,0,110701.0,0.681,HR Analyst,Mid,High Risk
2024,2,10,3,3,8.33,137.2,0.818,0.0445,1,121695.0,0.314,Digital Marketer,Mid,Moderate Risk
2021,3,19,3,3,8.1,113.1,0.789,0.0467,1,153514.0,0.271,SEO Specialist,Senior,Moderate Risk
2023,2,6,4,4,5.88,146.4,0.849,0.0674,0,126210.0,0.753,Data Analyst,Mid,Critical Risk
2020,4,17,3,3,6.47,113.5,1.076,0.0733,0,247559.0,0.559,Product Manager,Lead,High Risk
2023,4,21,4,4,7.75,131.0,1.283,0.044,1,295058.0,0.178,Software Developer,Lead,Low Risk
2019,4,5,5,5,5.7,104.3,0.798,0.0492,0,183474.0,0.98,Content Strategist,Lead,Critical Risk
2020,1,11,5,5,5.76,101.3,0.932,-0.0074,0,102034.0,0.98,Excel Analyst,Entry,Critical Risk
2024,2,11,3,3,4.47,136.5,0.625,-0.0074,0,92932.0,0.98,Excel Analyst,Mid,Critical Risk
2021,5,8,6,6,6.88,114.7,1.479,0.0881,0,378363.0,0.624,Data Scientist,Principal,High Risk
2020,3,17,3,3,3.17,103.7,0.832,0.0733,0,161815.0,0.98,Product Manager,Senior,Critical Risk
2025,1,12,4,4,6.98,127.2,1.034,0.0709,0,113207.0,0.748,Financial Analyst,Entry,High Risk
2023,4,13,4,4,6.95,152.4,0.843,0.015,0,194001.0,0.731,HR Analyst,Lead,High Risk
2019,2,10,4,4,5.4,102.5,0.616,0.0445,0,91582.0,0.98,Digital Marketer,Mid,Critical Risk
2021,3,6,6,6,5.52,116.2,0.949,0.0674,0,184532.0,0.98,Data Analyst,Senior,Critical Risk
2022,4,13,4,4,3.65,124.5,0.581,0.015,0,133750.0,0.98,HR Analyst,Lead,Critical Risk
2022,1,21,3,3,6.33,108.3,1.005,0.044,0,110011.0,0.772,Software Developer,Entry,Critical Risk
2020,5,13,3,3,3.9,105.6,0.496,0.015,0,126951.0,0.98,HR Analyst,Principal,Critical Risk
2024,2,8,6,6,7.87,117.1,1.66,0.0881,1,246902.0,0.074,Data Scientist,Mid,Low Risk
2023,3,16,3,3,7.17,134.0,0.898,0.0783,0,174682.0,0.682,Operations Analyst,Senior,High Risk
2019,4,5,4,4,8.2,97.0,0.702,0.0492,1,161413.0,0.087,Content Strategist,Lead,Low Risk
2024,2,0,6,6,8.08,110.3,1.947,0.0761,1,289598.0,0.05,AI Engineer,Mid,Low Risk
2021,3,15,4,4,8.62,111.5,1.463,0.0728,1,284454.0,0.05,Machine Learning Engineer,Senior,Low Risk
2024,2,18,5,5,7.12,88.9,1.212,0.0194,0,180272.0,0.784,QA Engineer,Mid,Critical Risk
2021,1,16,4,4,8.2,110.3,0.943,0.0783,1,103257.0,0.05,Operations Analyst,Entry,Low Risk
2025,1,10,6,6,6.38,129.6,1.204,0.0445,0,131812.0,0.903,Digital Marketer,Entry,Critical Risk
2022,3,9,6,6,5.27,132.3,1.226,0.061,0,238442.0,0.98,DevOps Engineer,Senior,Critical Risk
2024,4,11,6,6,4.7,98.5,0.684,-0.0074,0,157257.0,0.98,Excel Analyst,Lead,Critical Risk
2023,4,16,4,4,7.08,108.9,0.974,0.0783,0,223973.0,0.588,Operations Analyst,Lead,High Risk
2025,3,6,4,4,7.15,158.2,1.081,0.0674,0,210311.0,0.848,Data Analyst,Senior,Critical Risk
2025,3,7,6,6,6.37,122.9,1.515,0.1045,0,294566.0,0.98,Data Engineer,Senior,Critical Risk
2024,2,16,6,6,5.82,106.4,1.056,0.0783,0,156988.0,0.98,Operations Analyst,Mid,Critical Risk
2025,2,1,5,5,7.76,164.4,1.143,0.0589,0,169992.0,0.539,Accountant,Mid,High Risk
2022,2,7,5,5,6.8,123.9,1.294,0.1045,0,192479.0,0.431,Data Engineer,Mid,Moderate Risk
2024,3,6,3,3,4.6,154.2,0.728,0.0674,0,141671.0,0.98,Data Analyst,Senior,Critical Risk
2023,1,2,6,6,6.18,140.8,1.057,0.0454,0,115703.0,0.947,BI Developer,Entry,Critical Risk
2022,3,2,6,6,6.53,116.1,1.161,0.0454,0,225760.0,0.933,BI Developer,Senior,Critical Risk
2020,5,17,6,6,4.8,96.0,1.213,0.0733,0,310298.0,0.98,Product Manager,Principal,Critical Risk
2025,4,9,3,3,9.07,138.8,1.408,0.061,1,323927.0,0.05,DevOps Engineer,Lead,Low Risk
2025,1,4,4,4,8.28,148.8,1.653,0.0635,1,180988.0,0.05,Cloud Architect,Entry,Low Risk
2025,2,0,3,3,8.5,177.0,1.607,0.0761,1,239027.0,0.05,AI Engineer,Mid,Low Risk
2023,5,3,3,3,9.13,104.5,1.127,0.072,1,288278.0,0.05,Business Analyst,Principal,Low Risk
2021,4,0,5,5,5.9,120.3,1.405,0.0761,0,323140.0,0.977,AI Engineer,Lead,Critical Risk
2019,4,4,4,4,5.35,108.3,1.178,0.0635,0,270967.0,0.585,Cloud Architect,Lead,High Risk
2025,3,3,6,6,5.03,169.4,1.058,0.072,0,205703.0,0.98,Business Analyst,Senior,Critical Risk
2024,2,7,5,5,7.16,124.3,1.438,0.1045,1,213904.0,0.149,Data Engineer,Mid,Low Risk
2025,1,18,4,4,6.02,123.5,1.08,0.0194,0,118319.0,0.98,QA Engineer,Entry,Critical Risk
2022,1,15,3,3,8.0,116.8,1.369,0.0728,1,149962.0,0.05,Machine Learning Engineer,Entry,Low Risk
2021,1,2,5,5,6.36,119.5,1.145,0.0454,0,125391.0,0.98,BI Developer,Entry,Critical Risk
2022,4,22,6,6,7.67,131.4,1.292,0.0662,1,297156.0,0.084,Statistician,Lead,Low Risk
2020,3,14,5,5,7.18,111.1,0.821,0.0167,0,159764.0,0.733,IT Support Specialist,Senior,High Risk
2024,5,3,3,3,6.23,129.6,0.901,0.072,0,230522.0,0.98,Business Analyst,Principal,Critical Risk
2020,4,12,6,6,5.3,111.4,0.95,0.0709,0,218533.0,0.98,Financial Analyst,Lead,Critical Risk
2023,1,14,3,3,5.77,87.6,0.543,0.0167,0,59462.0,0.98,IT Support Specialist,Entry,Critical Risk
2021,3,8,6,6,6.17,117.0,1.28,0.0881,0,248946.0,0.875,Data Scientist,Senior,Critical Risk
2023,4,7,5,5,5.06,111.6,1.166,0.1045,0,268186.0,0.98,Data Engineer,Lead,Critical Risk
2025,4,9,3,3,6.23,170.6,1.106,0.061,0,254520.0,0.978,DevOps Engineer,Lead,Critical Risk
2024,3,18,3,3,8.63,107.1,1.137,0.0194,1,221105.0,0.287,QA Engineer,Senior,Moderate Risk
2021,4,16,4,4,5.72,101.5,0.873,0.0783,0,200922.0,0.98,Operations Analyst,Lead,Critical Risk
2022,3,4,5,5,4.94,109.6,1.256,0.0635,0,244207.0,0.98,Cloud Architect,Senior,Critical Risk
2024,3,18,3,3,3.5,100.8,0.701,0.0194,0,136242.0,0.98,QA Engineer,Senior,Critical Risk
2024,5,23,5,5,5.08,113.1,0.955,0.0549,0,244302.0,0.98,Supply Chain Analyst,Principal,Critical Risk
2022,4,7,6,6,7.28,128.3,1.444,0.1045,1,332193.0,0.282,Data Engineer,Lead,Moderate Risk
2024,1,12,4,4,4.53,122.7,0.734,0.0709,0,80343.0,0.98,Financial Analyst,Entry,Critical Risk
2022,3,20,3,3,7.1,106.8,0.877,0.0651,0,170606.0,0.678,SQL Developer,Senior,High Risk
2021,1,5,6,6,5.88,123.9,0.877,0.0492,0,96019.0,0.98,Content Strategist,Entry,Critical Risk
2021,2,15,5,5,6.88,109.9,1.36,0.0728,0,202270.0,0.214,Machine Learning Engineer,Mid,Low Risk
2024,4,16,3,3,4.43,107.4,0.745,0.0783,0,171459.0,0.98,Operations Analyst,Lead,Critical Risk
2024,5,6,6,6,4.0,131.1,0.845,0.0674,0,216092.0,0.98,Data Analyst,Principal,Critical Risk
2023,3,3,4,4,5.9,119.7,0.715,0.072,0,139146.0,0.881,Business Analyst,Senior,Critical Risk
2025,1,10,6,6,4.2,170.1,0.627,0.0445,0,68635.0,0.98,Digital Marketer,Entry,Critical Risk
2025,5,11,5,5,4.66,104.9,0.729,-0.0074,0,186474.0,0.98,Excel Analyst,Principal,Critical Risk
2022,1,3,5,5,4.98,121.7,0.807,0.072,0,88394.0,0.98,Business Analyst,Entry,Critical Risk
2023,2,18,4,4,3.7,91.1,0.696,0.0194,0,103442.0,0.98,QA Engineer,Mid,Critical Risk
2023,2,18,6,6,8.63,121.7,1.4,0.0194,1,208271.0,0.05,QA Engineer,Mid,Low Risk
2020,1,5,5,5,7.36,111.7,1.004,0.0492,0,109900.0,0.476,Content Strategist,Entry,Moderate Risk
2019,1,18,3,3,3.7,102.2,0.62,0.0194,0,67873.0,0.98,QA Engineer,Entry,Critical Risk
2019,4,12,6,6,5.28,98.2,1.029,0.0709,0,236730.0,0.98,Financial Analyst,Lead,Critical Risk
2020,2,0,6,6,5.62,106.4,1.523,0.0761,0,226557.0,0.98,AI Engineer,Mid,Critical Risk
2024,5,6,6,6,6.82,155.7,1.261,0.0674,0,322521.0,0.98,Data Analyst,Principal,Critical Risk
2019,4,8,6,6,7.28,101.3,1.335,0.0881,1,307029.0,0.05,Data Scientist,Lead,Low Risk
2024,2,8,5,5,5.88,110.5,1.349,0.0881,0,200706.0,0.949,Data Scientist,Mid,Critical Risk
2020,5,23,3,3,8.5,116.1,0.933,0.0549,1,238748.0,0.05,Supply Chain Analyst,Principal,Low Risk
2023,1,19,5,5,7.2,116.9,0.968,0.0467,0,106043.0,0.664,SEO Specialist,Entry,High Risk
2023,2,7,4,4,8.8,104.6,1.469,0.1045,1,218470.0,0.05,Data Engineer,Mid,Low Risk
2024,3,7,4,4,6.62,145.1,1.3,0.1045,0,252764.0,0.431,Data Engineer,Senior,Moderate Risk
2022,4,17,6,6,5.2,113.2,1.343,0.0733,0,308906.0,0.98,Product Manager,Lead,Critical Risk
2022,5,15,4,4,4.82,114.2,1.228,0.0728,0,314143.0,0.942,Machine Learning Engineer,Principal,Critical Risk
2022,5,18,3,3,6.03,104.9,0.788,0.0194,0,201642.0,0.946,QA Engineer,Principal,Critical Risk
2021,1,9,3,3,6.5,109.6,1.102,0.061,0,120732.0,0.366,DevOps Engineer,Entry,Moderate Risk
2023,5,13,3,3,6.67,121.3,0.915,0.015,0,233915.0,0.573,HR Analyst,Principal,High Risk
2025,3,2,4,4,5.45,131.3,0.965,0.0454,0,187643.0,0.98,BI Developer,Senior,Critical Risk
2019,1,4,6,6,6.27,95.1,1.396,0.0635,0,152856.0,0.384,Cloud Architect,Entry,Moderate Risk
2023,5,20,5,5,1.76,82.0,0.62,0.0651,0,158573.0,0.98,SQL Developer,Principal,Critical Risk
2024,4,18,4,4,6.65,119.7,1.001,0.0194,0,230372.0,0.664,QA Engineer,Lead,High Risk
2021,1,18,4,4,5.7,100.7,0.817,0.0194,0,89508.0,0.98,QA Engineer,Entry,Critical Risk
2019,1,0,6,6,8.23,94.0,1.643,0.0761,1,179905.0,0.05,AI Engineer,Entry,Low Risk
2024,1,6,6,6,7.53,105.6,1.353,0.0674,1,148160.0,0.329,Data Analyst,Entry,Moderate Risk
2025,4,4,6,6,6.1,157.8,1.559,0.0635,0,358509.0,0.98,Cloud Architect,Lead,Critical Risk
2023,1,15,3,3,8.9,153.3,1.537,0.0728,1,168354.0,0.05,Machine Learning Engineer,Entry,Low Risk
2024,2,18,4,4,3.88,135.3,0.868,0.0194,0,129140.0,0.98,QA Engineer,Mid,Critical Risk
2019,1,16,3,3,9.3,95.9,1.05,0.0783,1,115029.0,0.05,Operations Analyst,Entry,Low Risk
2024,4,1,4,4,7.2,126.7,0.923,0.0589,0,212256.0,0.761,Accountant,Lead,Critical Risk
2020,4,12,4,4,5.25,104.8,0.743,0.0709,0,170849.0,0.98,Financial Analyst,Lead,Critical Risk
2024,2,10,5,5,5.9,146.7,0.935,0.0445,0,139121.0,0.98,Digital Marketer,Mid,Critical Risk
2024,2,13,6,6,6.63,162.3,1.027,0.015,0,152715.0,0.98,HR Analyst,Mid,Critical Risk
2020,1,10,5,5,4.44,106.4,0.655,0.0445,0,71778.0,0.98,Digital Marketer,Entry,Critical Risk
2023,2,15,6,6,6.05,112.9,1.349,0.0728,0,200627.0,0.98,Machine Learning Engineer,Mid,Critical Risk
2022,3,2,4,4,6.78,107.1,0.88,0.0454,0,171110.0,0.715,BI Developer,Senior,High Risk
2022,3,2,6,6,7.13,115.6,1.309,0.0454,0,254630.0,0.806,BI Developer,Senior,Critical Risk
2020,5,21,5,5,8.66,98.3,1.453,0.044,1,371597.0,0.05,Software Developer,Principal,Low Risk
2022,4,17,4,4,7.05,126.1,1.241,0.0733,1,285510.0,0.311,Product Manager,Lead,Moderate Risk
2022,4,5,4,4,7.58,111.3,0.91,0.0492,1,209320.0,0.316,Content Strategist,Lead,Moderate Risk
2019,1,19,6,6,4.97,102.1,0.695,0.0467,0,76088.0,0.98,SEO Specialist,Entry,Critical Risk
2020,2,2,5,5,7.62,116.4,1.179,0.0454,1,175316.0,0.282,BI Developer,Mid,Moderate Risk
2023,3,10,5,5,7.5,115.9,1.161,0.0445,0,225772.0,0.542,Digital Marketer,Senior,High Risk
2019,4,23,3,3,9.0,106.7,1.041,0.0549,1,239556.0,0.05,Supply Chain Analyst,Lead,Low Risk
2025,5,6,3,3,5.57,151.7,0.795,0.0674,0,203401.0,0.98,Data Analyst,Principal,Critical Risk
2019,5,6,4,4,7.25,93.6,0.967,0.0674,0,247445.0,0.617,Data Analyst,Principal,High Risk
2021,4,14,5,5,6.84,95.0,0.8,0.0167,0,183975.0,0.889,IT Support Specialist,Lead,Critical Risk
2021,3,0,6,6,5.12,112.4,1.391,0.0761,0,270611.0,0.98,AI Engineer,Senior,Critical Risk
2022,2,11,3,3,4.67,111.3,0.565,-0.0074,0,84102.0,0.98,Excel Analyst,Mid,Critical Risk
2022,2,9,6,6,4.68,130.9,1.155,0.061,0,171737.0,0.98,DevOps Engineer,Mid,Critical Risk
2022,2,5,5,5,7.24,111.1,0.859,0.0492,1,127686.0,0.347,Content Strategist,Mid,Moderate Risk
2023,3,5,6,6,6.62,157.0,1.026,0.0492,0,199541.0,0.572,Content Strategist,Senior,High Risk
2022,2,23,5,5,6.08,120.7,1.002,0.0549,0,148956.0,0.974,Supply Chain Analyst,Mid,Critical Risk
2019,1,0,4,4,6.2,109.5,1.258,0.0761,0,137766.0,0.681,AI Engineer,Entry,High Risk
2021,4,6,3,3,8.63,122.5,0.944,0.0674,1,217240.0,0.061,Data Analyst,Lead,Low Risk
2025,5,5,5,5,6.14,167.8,0.856,0.0492,0,218946.0,0.98,Content Strategist,Principal,Critical Risk
2021,1,11,4,4,3.05,102.0,0.479,-0.0074,0,52458.0,0.98,Excel Analyst,Entry,Critical Risk
2019,3,22,4,4,5.58,94.7,0.837,0.0662,0,162745.0,0.912,Statistician,Senior,Critical Risk
2020,2,23,6,6,6.1,112.6,0.996,0.0549,0,148114.0,0.876,Supply Chain Analyst,Mid,Critical Risk
2024,5,14,6,6,7.33,117.1,1.099,0.0167,0,281071.0,0.76,IT Support Specialist,Principal,Critical Risk
2024,3,16,6,6,5.85,109.5,0.872,0.0783,0,169601.0,0.98,Operations Analyst,Senior,Critical Risk
2025,1,18,5,5,6.0,87.1,1.068,0.0194,0,116979.0,0.98,QA Engineer,Entry,Critical Risk
2023,3,12,4,4,6.57,135.7,0.892,0.0709,0,173530.0,0.82,Financial Analyst,Senior,Critical Risk
2025,4,5,3,3,4.2,117.4,0.605,0.0492,0,139068.0,0.98,Content Strategist,Lead,Critical Risk
2023,3,15,5,5,5.04,137.5,1.373,0.0728,0,267030.0,0.98,Machine Learning Engineer,Senior,Critical Risk
2024,1,16,4,4,6.2,120.9,0.944,0.0783,0,103332.0,0.809,Operations Analyst,Entry,Critical Risk
2024,2,13,3,3,3.8,150.3,0.591,0.015,0,87959.0,0.98,HR Analyst,Mid,Critical Risk
2019,1,8,3,3,8.4,100.3,1.06,0.0881,1,116113.0,0.05,Data Scientist,Entry,Low Risk
2022,5,6,3,3,8.6,122.1,0.921,0.0674,1,235496.0,0.05,Data Analyst,Principal,Low Risk
2020,5,11,6,6,5.22,100.7,0.796,-0.0074,0,203567.0,0.98,Excel Analyst,Principal,Critical Risk
2020,2,7,4,4,6.93,120.2,1.244,0.1045,0,184966.0,0.409,Data Engineer,Mid,Moderate Risk
2022,3,9,3,3,6.13,121.1,0.925,0.061,0,179924.0,0.728,DevOps Engineer,Senior,High Risk
2019,4,0,6,6,5.87,106.4,1.411,0.0761,0,324622.0,0.98,AI Engineer,Lead,Critical Risk
2023,1,14,6,6,7.67,95.6,1.063,0.0167,0,116378.0,0.515,IT Support Specialist,Entry,High Risk
2025,2,5,6,6,7.68,148.4,1.321,0.0492,0,196421.0,0.559,Content Strategist,Mid,High Risk
2023,4,4,5,5,5.7,133.4,1.372,0.0635,0,315523.0,0.98,Cloud Architect,Lead,Critical Risk
2022,2,1,5,5,6.42,131.0,0.925,0.0589,0,137579.0,0.98,Accountant,Mid,Critical Risk
2025,1,21,4,4,6.68,161.9,1.286,0.044,0,140819.0,0.687,Software Developer,Entry,High Risk
2022,2,4,4,4,4.88,137.1,1.212,0.0635,0,180329.0,0.98,Cloud Architect,Mid,Critical Risk
2019,3,1,3,3,6.23,99.2,0.644,0.0589,0,125287.0,0.98,Accountant,Senior,Critical Risk
2025,2,6,6,6,6.03,128.1,0.97,0.0674,0,144254.0,0.98,Data Analyst,Mid,Critical Risk
2022,3,14,4,4,4.98,116.3,0.558,0.0167,0,108509.0,0.98,IT Support Specialist,Senior,Critical Risk
2019,1,12,3,3,6.37,94.4,0.86,0.0709,0,94185.0,0.574,Financial Analyst,Entry,High Risk
2022,5,12,4,4,3.4,113.0,0.714,0.0709,0,182678.0,0.98,Financial Analyst,Principal,Critical Risk
2025,5,20,5,5,5.62,120.9,1.043,0.0651,0,266693.0,0.98,SQL Developer,Principal,Critical Risk
2022,4,18,3,3,5.93,100.6,0.854,0.0194,0,196456.0,0.844,QA Engineer,Lead,Critical Risk
2019,2,10,5,5,7.58,101.2,0.927,0.0445,0,137934.0,0.471,Digital Marketer,Mid,Moderate Risk
2021,2,8,4,4,5.25,118.0,0.998,0.0881,0,148466.0,0.98,Data Scientist,Mid,Critical Risk
2019,1,19,5,5,7.4,101.1,0.975,0.0467,0,106791.0,0.772,SEO Specialist,Entry,Critical Risk
2021,2,3,5,5,5.84,110.0,0.922,0.072,0,137146.0,0.98,Business Analyst,Mid,Critical Risk
2023,1,1,6,6,4.83,147.5,0.86,0.0589,0,94212.0,0.98,Accountant,Entry,Critical Risk
2021,1,17,6,6,7.0,111.5,1.332,0.0733,0,145870.0,0.522,Product Manager,Entry,High Risk
2025,1,11,4,4,4.45,118.8,0.545,-0.0074,0,59665.0,0.98,Excel Analyst,Entry,Critical Risk
2024,5,6,6,6,4.83,138.0,0.87,0.0674,0,222481.0,0.98,Data Analyst,Principal,Critical Risk
2020,4,15,5,5,8.78,104.7,1.63,0.0728,1,375014.0,0.05,Machine Learning Engineer,Lead,Low Risk
2019,1,12,3,3,3.8,95.4,0.633,0.0709,0,69282.0,0.98,Financial Analyst,Entry,Critical Risk
2025,1,3,6,6,8.25,156.7,1.616,0.072,1,176972.0,0.05,Business Analyst,Entry,Low Risk
2020,2,0,6,6,5.2,104.0,1.499,0.0761,0,222883.0,0.98,AI Engineer,Mid,Critical Risk
2020,3,10,5,5,5.58,103.7,0.82,0.0445,0,159533.0,0.98,Digital Marketer,Senior,Critical Risk
2023,3,22,3,3,8.8,135.1,1.099,0.0662,1,213815.0,0.05,Statistician,Senior,Low Risk
2023,3,10,4,4,7.13,147.9,0.821,0.0445,0,159615.0,0.718,Digital Marketer,Senior,High Risk
2020,3,15,4,4,3.22,102.6,0.993,0.0728,0,193215.0,0.98,Machine Learning Engineer,Senior,Critical Risk
2019,4,6,5,5,6.48,93.3,0.876,0.0674,0,201475.0,0.822,Data Analyst,Lead,Critical Risk
2025,4,1,6,6,7.07,123.6,1.072,0.0589,0,246582.0,0.98,Accountant,Lead,Critical Risk
2022,1,19,5,5,5.2,136.7,0.761,0.0467,0,83357.0,0.98,SEO Specialist,Entry,Critical Risk
2025,2,12,6,6,3.95,159.0,0.937,0.0709,0,139373.0,0.98,Financial Analyst,Mid,Critical Risk
2023,3,21,6,6,4.12,107.6,1.06,0.044,0,206173.0,0.98,Software Developer,Senior,Critical Risk
2022,2,14,5,5,5.74,114.4,0.876,0.0167,0,130219.0,0.98,IT Support Specialist,Mid,Critical Risk
2021,5,4,5,5,4.38,116.0,1.4,0.0635,0,358193.0,0.98,Cloud Architect,Principal,Critical Risk
2023,1,6,5,5,5.9,123.3,1.029,0.0674,0,112720.0,0.98,Data Analyst,Entry,Critical Risk
2022,4,6,6,6,6.22,133.0,0.955,0.0674,0,219594.0,0.98,Data Analyst,Lead,Critical Risk
2021,5,1,6,6,5.25,107.9,0.994,0.0589,0,254145.0,0.98,Accountant,Principal,Critical Risk
2024,2,2,4,4,7.45,143.6,1.214,0.0454,0,180554.0,0.676,BI Developer,Mid,High Risk
2025,5,14,4,4,7.15,121.8,0.96,0.0167,0,245514.0,0.785,IT Support Specialist,Principal,Critical Risk
2025,5,9,4,4,8.78,134.6,1.599,0.061,1,409050.0,0.05,DevOps Engineer,Principal,Low Risk
2023,2,8,5,5,4.68,126.1,1.065,0.0881,0,158329.0,0.98,Data Scientist,Mid,Critical Risk
